workclass,education,marital-status,occupation,relationship,race,sex,income
 Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0
 Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0
 Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Female,1
 Private, 9th, Never-married, Craft-repair, Other-relative, Black, Male,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,1
 Unknown, Some-college, Never-married, Unknown, Own-child, White, Male,0
 Private, Bachelors, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,1
 Private, 11th, Divorced, Craft-repair, Own-child, White, Male,0
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0
 Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0
 Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0
 Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,1
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, 10th, Never-married, Prof-specialty, Own-child, Other, Female,0
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0
 Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0
 Unknown, Some-college, Never-married, Unknown, Own-child, White, Male,0
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,1
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0
 Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0
 Unknown, Some-college, Never-married, Unknown, Own-child, White, Female,0
 Private, 10th, Divorced, Machine-op-inspct, Unmarried, White, Female,0
 Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0
 Private, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female,0
 Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0
 Private, 7th-8th, Divorced, Other-service, Other-relative, White, Female,0
 Private, HS-grad, Married-spouse-absent, Farming-fishing, Other-relative, Black, Male,0
 Unknown, Bachelors, Married-civ-spouse, Unknown, Husband, White, Male,1
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0
 Federal-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0
 Private, Masters, Divorced, Sales, Not-in-family, White, Male,0
 Private, 11th, Never-married, Transport-moving, Own-child, White, Male,0
 Private, Bachelors, Never-married, Machine-op-inspct, Other-relative, White, Male,0
 Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0
 Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0
 Private, Bachelors, Never-married, Adm-clerical, Other-relative, Black, Female,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Unknown, Prof-school, Married-civ-spouse, Unknown, Wife, White, Female,0
 Private, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Female,0
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,1
 Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0
 Never-worked, 11th, Never-married, Unknown, Own-child, White, Female,0
 Local-gov, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,1
 Private, Some-college, Never-married, Other-service, Own-child, White, Female,0
 Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,0
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,1
 Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0
 Local-gov, 7th-8th, Divorced, Handlers-cleaners, Not-in-family, White, Male,0
 Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0
 Private, 12th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,1
 State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0
 Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,1
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0
 Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0
 Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0
 Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0
 Self-emp-inc, HS-grad, Never-married, Sales, Own-child, White, Male,0
 Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,1
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Female,1
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,1
 Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0
 Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Self-emp-not-inc, 11th, Never-married, Adm-clerical, Own-child, White, Female,0
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, Unmarried, White, Female,1
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,1
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0
 Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,1
 Private, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0
 Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Female,0
 Local-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,1
 Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male,0
 Self-emp-not-inc, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0
 Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,1
 Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,1
 Private, 11th, Never-married, Sales, Not-in-family, White, Female,0
 Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0
 Unknown, 12th, Divorced, Unknown, Not-in-family, White, Female,0
 Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0
 Private, 12th, Never-married, Exec-managerial, Not-in-family, White, Male,0
 Unknown, Some-college, Widowed, Unknown, Not-in-family, Black, Female,0
 Private, HS-grad, Separated, Sales, Unmarried, White, Female,0
 Self-emp-not-inc, Some-college, Separated, Other-service, Unmarried, Black, Female,0
 Private, HS-grad, Separated, Exec-managerial, Own-child, White, Female,0
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0
 Private, 5th-6th, Never-married, Farming-fishing, Unmarried, White, Male,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Male,0
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Self-emp-inc, 9th, Divorced, Sales, Not-in-family, White, Male,0
 Local-gov, Masters, Never-married, Prof-specialty, Own-child, White, Female,0
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0
 Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Black, Female,0
 Private, 7th-8th, Divorced, Machine-op-inspct, Unmarried, White, Female,0
 Self-emp-inc, Masters, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,1
 Private, 10th, Divorced, Handlers-cleaners, Not-in-family, White, Male,0
 Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0
 Private, 5th-6th, Widowed, Other-service, Unmarried, White, Male,0
 Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,1
 Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,1
 Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0
 Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0
 Private, 9th, Never-married, Other-service, Own-child, White, Female,0
 Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0
 Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0
 Unknown, HS-grad, Married-civ-spouse, Unknown, Husband, White, Male,0
 Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,1
 Unknown, HS-grad, Married-civ-spouse, Unknown, Not-in-family, White, Female,0
 Private, HS-grad, Never-married, Sales, Unmarried, Black, Female,0
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0
 Private, 12th, Never-married, Other-service, Own-child, White, Female,0
 Private, Preschool, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0
 Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male,1
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, Some-college, Never-married, Sales, Own-child, White, Female,0
 Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male,0
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, 11th, Never-married, Machine-op-inspct, Unmarried, White, Female,0
 Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Black, Female,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0
 Private, Some-college, Never-married, Other-service, Own-child, White, Female,0
 State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,1
 Private, Some-college, Never-married, Transport-moving, Unmarried, White, Female,0
 Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0
 Private, 9th, Never-married, Farming-fishing, Other-relative, White, Male,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0
 Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0
 State-gov, 10th, Married-civ-spouse, Other-service, Husband, White, Male,0
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0
 Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0
 Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, White, Female,0
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,1
 Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0
 Private, 11th, Divorced, Sales, Unmarried, White, Female,0
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, HS-grad, Never-married, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0
 Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0
 Unknown, HS-grad, Married-civ-spouse, Unknown, Wife, White, Female,1
 Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0
 Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,1
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0
 Unknown, 7th-8th, Married-civ-spouse, Unknown, Husband, White, Male,0
 Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, HS-grad, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0
